No.,Broadcaster,Sniffer_Distance,RSSI,Malformed Packet
187781,6,75,-73 dBm,1
187810,6,75,-74 dBm,1
187838,6,75,-77 dBm,1
187841,6,75,-74 dBm,1
187856,6,75,-77 dBm,1
187868,6,75,-78 dBm,1
187889,6,75,-78 dBm,1
187905,6,75,-76 dBm,1
187914,6,75,-74 dBm,1
187921,6,75,-77 dBm,1
187936,6,75,-78 dBm,1
187960,6,75,-75 dBm,1
187978,6,75,-77 dBm,1
188031,6,75,-76 dBm,1
188050,6,75,-78 dBm,1
188074,6,75,-74 dBm,1
188075,6,75,-78 dBm,1
188086,6,75,-75 dBm,1
188088,6,75,-73 dBm,1
188119,6,75,-75 dBm,1
188133,6,75,-77 dBm,1
188167,6,75,-74 dBm,1
188177,6,75,-79 dBm,1
188181,6,75,-74 dBm,1
188197,6,75,-79 dBm,1
188217,6,75,-77 dBm,1
188220,6,75,-78 dBm,1
188224,6,75,-74 dBm,1
188231,6,75,-76 dBm,1
188240,6,75,-78 dBm,1
188251,6,75,-76 dBm,1
188254,6,75,-78 dBm,1
188290,6,75,-74 dBm,1
188307,6,75,-77 dBm,1
188343,6,75,-77 dBm,1
188527,6,75,-73 dBm,1
188529,6,75,-75 dBm,1
188560,6,75,-78 dBm,1
188582,6,75,-76 dBm,1
188628,6,75,-78 dBm,1
188646,6,75,-75 dBm,1
188661,6,75,-78 dBm,1
188705,6,75,-75 dBm,1
188717,6,75,-75 dBm,1
188721,6,75,-75 dBm,1
188757,6,75,-74 dBm,1
188773,6,75,-74 dBm,1
188789,6,75,-74 dBm,1
188806,6,75,-74 dBm,1
188839,6,75,-77 dBm,1
188925,6,75,-77 dBm,1
188932,6,75,-71 dBm,1
188934,6,75,-74 dBm,1
188974,6,75,-77 dBm,1
188997,6,75,-75 dBm,1
189003,6,75,-78 dBm,1
189046,6,75,-76 dBm,1
189138,6,75,-79 dBm,1
189154,6,75,-76 dBm,1
189225,6,75,-77 dBm,1
189261,6,75,-75 dBm,1
189274,6,75,-78 dBm,1
189307,6,75,-75 dBm,1
189322,6,75,-78 dBm,1
189330,6,75,-75 dBm,1
189338,6,75,-75 dBm,1
189352,6,75,-72 dBm,1
189385,6,75,-78 dBm,1
189393,6,75,-76 dBm,1
189407,6,75,-78 dBm,1
189433,6,75,-75 dBm,1
189441,6,75,-76 dBm,1
189446,6,75,-74 dBm,1
189457,6,75,-72 dBm,1
189485,6,75,-78 dBm,1
189489,6,75,-75 dBm,1
189505,6,75,-73 dBm,1
189544,6,75,-74 dBm,1
189561,6,75,-74 dBm,1
189680,6,75,-74 dBm,1
189699,6,75,-76 dBm,1
189703,6,75,-74 dBm,1
189717,6,75,-78 dBm,1
189742,6,75,-78 dBm,1
189779,6,75,-77 dBm,1
189783,6,75,-73 dBm,1
189794,6,75,-75 dBm,1
189831,6,75,-74 dBm,1
189841,6,75,-78 dBm,1
189891,6,75,-76 dBm,1
189916,6,75,-74 dBm,1
189949,6,75,-74 dBm,1
190001,6,75,-75 dBm,1
190005,6,75,-73 dBm,1
190078,6,75,-78 dBm,1
190102,6,75,-75 dBm,1
190129,6,75,-76 dBm,1
190213,6,75,-75 dBm,1
190229,6,75,-75 dBm,1
190235,6,75,-78 dBm,1
190245,6,75,-77 dBm,1
190302,6,75,-77 dBm,1
190310,6,75,-79 dBm,1
190327,6,75,-77 dBm,1
190349,6,75,-76 dBm,1
190379,6,75,-73 dBm,1
190441,6,75,-78 dBm,1
190466,6,75,-75 dBm,1
190478,6,75,-73 dBm,1
190503,6,75,-73 dBm,1
190549,6,75,-78 dBm,1
190570,6,75,-78 dBm,1
190595,6,75,-73 dBm,1
190614,6,75,-76 dBm,1
190646,6,75,-74 dBm,1
190719,6,75,-75 dBm,1
190726,6,75,-75 dBm,1
190744,6,75,-78 dBm,1
190748,6,75,-75 dBm,1
190775,6,75,-79 dBm,1
190793,6,75,-74 dBm,1
190808,6,75,-78 dBm,1
190898,6,75,-75 dBm,1
190975,6,75,-76 dBm,1
191026,6,75,-77 dBm,1
191093,6,75,-78 dBm,1
191104,6,75,-75 dBm,1
191148,6,75,-78 dBm,1
191163,6,75,-77 dBm,1
191174,6,75,-78 dBm,1
191175,6,75,-65 dBm,1
191193,6,75,-78 dBm,1
191199,6,75,-77 dBm,1
191211,6,75,-75 dBm,1
191223,6,75,-74 dBm,1
191281,6,75,-77 dBm,1
191393,6,75,-74 dBm,1
191401,6,75,-77 dBm,1
191424,6,75,-76 dBm,1
191428,6,75,-75 dBm,1
191432,6,75,-76 dBm,1
191449,6,75,-75 dBm,1
191453,6,75,-77 dBm,1
191478,6,75,-76 dBm,1
191545,6,75,-74 dBm,1
191549,6,75,-73 dBm,1
191565,6,75,-73 dBm,1
191580,6,75,-73 dBm,1
191592,6,75,-78 dBm,1
191611,6,75,-75 dBm,1
191625,6,75,-76 dBm,1
191690,6,75,-78 dBm,1
191741,6,75,-75 dBm,1
191761,6,75,-77 dBm,1
191777,6,75,-74 dBm,1
191814,6,75,-77 dBm,1
191838,6,75,-74 dBm,1
191871,6,75,-77 dBm,1
191913,6,75,-74 dBm,1
191919,6,75,-74 dBm,1
191934,6,75,-76 dBm,1
191981,6,75,-77 dBm,1
191991,6,75,-75 dBm,1
192001,6,75,-73 dBm,1
192076,6,75,-74 dBm,1
192093,6,75,-79 dBm,1
192100,6,75,-79 dBm,1
192113,6,75,-78 dBm,1
192120,6,75,-73 dBm,1
192123,6,75,-73 dBm,1
192149,6,75,-77 dBm,1
192153,6,75,-73 dBm,1
192156,6,75,-78 dBm,1
192264,6,75,-77 dBm,1
192299,6,75,-76 dBm,1
192302,6,75,-78 dBm,1
192306,6,75,-75 dBm,1
192310,6,75,-75 dBm,1
192345,6,75,-74 dBm,1
192371,6,75,-71 dBm,1
192379,6,75,-77 dBm,1
192383,6,75,-75 dBm,1
192386,6,75,-77 dBm,1
192401,6,75,-74 dBm,1
192435,6,75,-76 dBm,1
192447,6,75,-76 dBm,1
192545,6,75,-75 dBm,1
192579,6,75,-75 dBm,1
192594,6,75,-73 dBm,1
192649,6,75,-76 dBm,1
192676,6,75,-77 dBm,1
192711,6,75,-77 dBm,1
192731,6,75,-72 dBm,1
192751,6,75,-78 dBm,1
192775,6,75,-76 dBm,1
192830,6,75,-75 dBm,1
192834,6,75,-75 dBm,1
192839,6,75,-78 dBm,1
192873,6,75,-76 dBm,1
192908,6,75,-77 dBm,1
192929,6,75,-74 dBm,1
192931,6,75,-73 dBm,1
192937,6,75,-76 dBm,1
192948,6,75,-70 dBm,1
192961,6,75,-78 dBm,1
192977,6,75,-75 dBm,1
193017,6,75,-77 dBm,1
193032,6,75,-76 dBm,1
193059,6,75,-77 dBm,1
193123,6,75,-76 dBm,1
193155,6,75,-78 dBm,1
193170,6,75,-79 dBm,1
193189,6,75,-65 dBm,1
193190,6,75,-78 dBm,1
193194,6,75,-80 dBm,1
193213,6,75,-76 dBm,1
193224,6,75,-75 dBm,1
193264,6,75,-76 dBm,1
193279,6,75,-74 dBm,1
193301,6,75,-78 dBm,1
193339,6,75,-80 dBm,1
193408,6,75,-77 dBm,1
193438,6,75,-77 dBm,1
193456,6,75,-73 dBm,1
193474,6,75,-76 dBm,1
193512,6,75,-75 dBm,1
193549,6,75,-77 dBm,1
193563,6,75,-76 dBm,1
193587,6,75,-74 dBm,1
193614,6,75,-77 dBm,1
193618,6,75,-80 dBm,1
193626,6,75,-76 dBm,1
193667,6,75,-78 dBm,1
193683,6,75,-75 dBm,1
193700,6,75,-78 dBm,1
193711,6,75,-76 dBm,1
193722,6,75,-77 dBm,1
193738,6,75,-77 dBm,1
193749,6,75,-74 dBm,1
193766,6,75,-76 dBm,1
193785,6,75,-73 dBm,1
193822,6,75,-76 dBm,1
193899,6,75,-74 dBm,1
193900,6,75,-73 dBm,1
193927,6,75,-77 dBm,1
193968,6,75,-76 dBm,1
194103,6,75,-78 dBm,1
194202,6,75,-77 dBm,1
194218,6,75,-76 dBm,1
194221,6,75,-76 dBm,1
194246,6,75,-75 dBm,1
194288,6,75,-70 dBm,1
194294,6,75,-74 dBm,1
194298,6,75,-74 dBm,1
194314,6,75,-76 dBm,1
194316,6,75,-78 dBm,1
194342,6,75,-76 dBm,1
194370,6,75,-74 dBm,1
194472,6,75,-79 dBm,1
194475,6,75,-77 dBm,1
194482,6,75,-78 dBm,1
194493,6,75,-76 dBm,1
194496,6,75,-78 dBm,1
194543,6,75,-79 dBm,1
194593,6,75,-78 dBm,1
194615,6,75,-78 dBm,1
194629,6,75,-76 dBm,1
194651,6,75,-78 dBm,1
194662,6,75,-79 dBm,1
194693,6,75,-75 dBm,1
194737,6,75,-74 dBm,1
194751,6,75,-78 dBm,1
194755,6,75,-75 dBm,1
194767,6,75,-80 dBm,1
194795,6,75,-78 dBm,1
194806,6,75,-78 dBm,1
194839,6,75,-78 dBm,1
194858,6,75,-77 dBm,1
194888,6,75,-78 dBm,1
194898,6,75,-75 dBm,1
194939,6,75,-73 dBm,1
194971,6,75,-76 dBm,1
194995,6,75,-77 dBm,1
194999,6,75,-75 dBm,1
195025,6,75,-78 dBm,1
195029,6,75,-76 dBm,1
195036,6,75,-78 dBm,1
195060,6,75,-76 dBm,1
195071,6,75,-71 dBm,1
195089,6,75,-76 dBm,1
195115,6,75,-77 dBm,1
195123,6,75,-76 dBm,1
195146,6,75,-77 dBm,1
195165,6,75,-77 dBm,1
195194,6,75,-75 dBm,1
195289,6,75,-77 dBm,1
195336,6,75,-79 dBm,1
195418,6,75,-78 dBm,1
195448,6,75,-75 dBm,1
195463,6,75,-74 dBm,1
195554,6,75,-77 dBm,1
195557,6,75,-74 dBm,1
195569,6,75,-75 dBm,1
195570,6,75,-73 dBm,1
195571,6,75,-72 dBm,1
195597,6,75,-78 dBm,1
195601,6,75,-77 dBm,1
195718,6,75,-76 dBm,1
195768,6,75,-73 dBm,1
195770,6,75,-78 dBm,1
195774,6,75,-76 dBm,1
195795,6,75,-78 dBm,1
195799,6,75,-76 dBm,1
195815,6,75,-76 dBm,1
195829,6,75,-74 dBm,1
195830,6,75,-78 dBm,1
195842,6,75,-74 dBm,1
195855,6,75,-73 dBm,1
195865,6,75,-76 dBm,1
195866,6,75,-72 dBm,1
195879,6,75,-77 dBm,1
195893,6,75,-80 dBm,1
195908,6,75,-75 dBm,1
195914,6,75,-77 dBm,1
195948,6,75,-76 dBm,1
195987,6,75,-71 dBm,1
196000,6,75,-76 dBm,1
196028,6,75,-75 dBm,1
196067,6,75,-78 dBm,1
196088,6,75,-75 dBm,1
196092,6,75,-76 dBm,1
196096,6,75,-74 dBm,1
196109,6,75,-77 dBm,1
196127,6,75,-79 dBm,1
196178,6,75,-75 dBm,1
196192,6,75,-76 dBm,1
196200,6,75,-73 dBm,1
196251,6,75,-78 dBm,1
196266,6,75,-76 dBm,1
196270,6,75,-76 dBm,1
196290,6,75,-75 dBm,1
196315,6,75,-78 dBm,1
196322,6,75,-75 dBm,1
196448,6,75,-76 dBm,1
196470,6,75,-72 dBm,1
196516,6,75,-74 dBm,1
196571,6,75,-76 dBm,1
196580,6,75,-79 dBm,1
196583,6,75,-73 dBm,1
196615,6,75,-65 dBm,1
196621,6,75,-71 dBm,1
196633,6,75,-77 dBm,1
196688,6,75,-78 dBm,1
196735,6,75,-70 dBm,1
196739,6,75,-76 dBm,1
196758,6,75,-76 dBm,1
196766,6,75,-75 dBm,1
196775,6,75,-76 dBm,1
196800,6,75,-75 dBm,1
196808,6,75,-79 dBm,1
196810,6,75,-74 dBm,1
196816,6,75,-77 dBm,1
196856,6,75,-77 dBm,1
196859,6,75,-81 dBm,1
196887,6,75,-76 dBm,1
196893,6,75,-76 dBm,1
196913,6,75,-78 dBm,1
196916,6,75,-77 dBm,1
196936,6,75,-75 dBm,1
197036,6,75,-72 dBm,1
197037,6,75,-73 dBm,1
197051,6,75,-74 dBm,1
197055,6,75,-78 dBm,1
197062,6,75,-78 dBm,1
197127,6,75,-73 dBm,1
197141,6,75,-75 dBm,1
197177,6,75,-74 dBm,1
197203,6,75,-74 dBm,1
197265,6,75,-75 dBm,1
197369,6,75,-78 dBm,1
197379,6,75,-75 dBm,1
197417,6,75,-75 dBm,1
197427,6,75,-75 dBm,1
197445,6,75,-78 dBm,1
197469,6,75,-73 dBm,1
197470,6,75,-75 dBm,1
197477,6,75,-78 dBm,1
197537,6,75,-75 dBm,1
197541,6,75,-78 dBm,1
197548,6,75,-78 dBm,1
197561,6,75,-73 dBm,1
197568,6,75,-74 dBm,1
197572,6,75,-76 dBm,1
197584,6,75,-74 dBm,1
197585,6,75,-74 dBm,1
197586,6,75,-78 dBm,1
197589,6,75,-78 dBm,1
197617,6,75,-73 dBm,1
197628,6,75,-77 dBm,1
197653,6,75,-76 dBm,1
197657,6,75,-76 dBm,1
197677,6,75,-75 dBm,1
197681,6,75,-76 dBm,1
197703,6,75,-76 dBm,1
197713,6,75,-78 dBm,1
197802,6,75,-76 dBm,1
197819,6,75,-75 dBm,1
197829,6,75,-75 dBm,1
197834,6,75,-73 dBm,1
197848,6,75,-80 dBm,1
197901,6,75,-78 dBm,1
197920,6,75,-75 dBm,1
197933,6,75,-75 dBm,1
197934,6,75,-78 dBm,1
198032,6,75,-75 dBm,1
198037,6,75,-66 dBm,1
198041,6,75,-73 dBm,1
198070,6,75,-74 dBm,1
198079,6,75,-74 dBm,1
198093,6,75,-76 dBm,1
198138,6,75,-78 dBm,1
198141,6,75,-79 dBm,1
198277,6,75,-74 dBm,1
198289,6,75,-75 dBm,1
198354,6,75,-75 dBm,1
198372,6,75,-76 dBm,1
198386,6,75,-79 dBm,1
198447,6,75,-76 dBm,1
198454,6,75,-76 dBm,1
198458,6,75,-76 dBm,1
198461,6,75,-78 dBm,1
198490,6,75,-77 dBm,1
198561,6,75,-77 dBm,1
198636,6,75,-76 dBm,1
198677,6,75,-74 dBm,1
198690,6,75,-76 dBm,1
198694,6,75,-65 dBm,1
198751,6,75,-74 dBm,1
198770,6,75,-77 dBm,1
198778,6,75,-75 dBm,1
198779,6,75,-73 dBm,1
198798,6,75,-77 dBm,1
198805,6,75,-78 dBm,1
198819,6,75,-75 dBm,1
198826,6,75,-75 dBm,1
198850,6,75,-81 dBm,1
198857,6,75,-75 dBm,1
198896,6,75,-76 dBm,1
198924,6,75,-78 dBm,1
198941,6,75,-74 dBm,1
198964,6,75,-78 dBm,1
199025,6,75,-75 dBm,1
199026,6,75,-77 dBm,1
199088,6,75,-76 dBm,1
199110,6,75,-78 dBm,1
199192,6,75,-78 dBm,1
199203,6,75,-78 dBm,1
199233,6,75,-71 dBm,1
199247,6,75,-78 dBm,1
199307,6,75,-78 dBm,1
199325,6,75,-76 dBm,1
199389,6,75,-78 dBm,1
199441,6,75,-77 dBm,1
199443,6,75,-75 dBm,1
199455,6,75,-78 dBm,1
199466,6,75,-76 dBm,1
199505,6,75,-76 dBm,1
199514,6,75,-77 dBm,1
199516,6,75,-74 dBm,1
199521,6,75,-74 dBm,1
199546,6,75,-75 dBm,1
199571,6,75,-75 dBm,1
199574,6,75,-67 dBm,1
199588,6,75,-75 dBm,1
199596,6,75,-77 dBm,1
199711,6,75,-77 dBm,1
199719,6,75,-76 dBm,1
199798,6,75,-74 dBm,1
199808,6,75,-79 dBm,1
199870,6,75,-76 dBm,1
199884,6,75,-78 dBm,1
199938,6,75,-76 dBm,1
199954,6,75,-76 dBm,1
200006,6,75,-78 dBm,1
200014,6,75,-79 dBm,1
200071,6,75,-52 dBm,1
200094,6,75,-76 dBm,1
200102,6,75,-79 dBm,1
200166,6,75,-76 dBm,1
200181,6,75,-76 dBm,1
200193,6,75,-75 dBm,1
200208,6,75,-78 dBm,1
200215,6,75,-76 dBm,1
200227,6,75,-76 dBm,1
200247,6,75,-72 dBm,1
200249,6,75,-78 dBm,1
200251,6,75,-75 dBm,1
200253,6,75,-77 dBm,1
200259,6,75,-74 dBm,1
200271,6,75,-73 dBm,1
200280,6,75,-76 dBm,1
200296,6,75,-74 dBm,1
200300,6,75,-78 dBm,1
200316,6,75,-74 dBm,1
200321,6,75,-59 dBm,1
200343,6,75,-78 dBm,1
200372,6,75,-77 dBm,1
200422,6,75,-75 dBm,1
200440,6,75,-75 dBm,1
200451,6,75,-78 dBm,1
200471,6,75,-75 dBm,1
200475,6,75,-75 dBm,1
200496,6,75,-75 dBm,1
200504,6,75,-73 dBm,1
200505,6,75,-75 dBm,1
200558,6,75,-77 dBm,1
200565,6,75,-74 dBm,1
200567,6,75,-74 dBm,1
200576,6,75,-76 dBm,1
200596,6,75,-75 dBm,1
200635,6,75,-72 dBm,1
200725,6,75,-78 dBm,1
200729,6,75,-76 dBm,1
200796,6,75,-78 dBm,1
200799,6,75,-74 dBm,1
200803,6,75,-71 dBm,1
200839,6,75,-76 dBm,1
200872,6,75,-76 dBm,1
200876,6,75,-76 dBm,1
200879,6,75,-76 dBm,1
200885,6,75,-76 dBm,1
200894,6,75,-73 dBm,1
200922,6,75,-75 dBm,1
200936,6,75,-79 dBm,1
200940,6,75,-76 dBm,1
200944,6,75,-77 dBm,1
200950,6,75,-74 dBm,1
200956,6,75,-79 dBm,1
200989,6,75,-73 dBm,1
201012,6,75,-74 dBm,1
201015,6,75,-76 dBm,1
201054,6,75,-78 dBm,1
201058,6,75,-75 dBm,1
201062,6,75,-76 dBm,1
201070,6,75,-75 dBm,1
201198,6,75,-78 dBm,1
201217,6,75,-75 dBm,1
201220,6,75,-78 dBm,1
201235,6,75,-78 dBm,1
201251,6,75,-76 dBm,1
201326,6,75,-74 dBm,1
201346,6,75,-75 dBm,1
201371,6,75,-75 dBm,1
201379,6,75,-76 dBm,1
201422,6,75,-75 dBm,1
201424,6,75,-73 dBm,1
201430,6,75,-75 dBm,1
201449,6,75,-75 dBm,1
201470,6,75,-75 dBm,1
201501,6,75,-75 dBm,1
201527,6,75,-78 dBm,1
201556,6,75,-75 dBm,1
201582,6,75,-75 dBm,1
201597,6,75,-77 dBm,1
201605,6,75,-75 dBm,1
201708,6,75,-75 dBm,1
201753,6,75,-77 dBm,1
201834,6,75,-78 dBm,1
201836,6,75,-75 dBm,1
201849,6,75,-74 dBm,1
201891,6,75,-75 dBm,1
201892,6,75,-74 dBm,1
201898,6,75,-78 dBm,1
201908,6,75,-78 dBm,1
201916,6,75,-79 dBm,1
201944,6,75,-79 dBm,1
201968,6,75,-78 dBm,1
201972,6,75,-75 dBm,1
201986,6,75,-74 dBm,1
202008,6,75,-74 dBm,1
202027,6,75,-78 dBm,1
202083,6,75,-75 dBm,1
202097,6,75,-78 dBm,1
202105,6,75,-75 dBm,1
202110,6,75,-73 dBm,1
202113,6,75,-77 dBm,1
202144,6,75,-76 dBm,1
202251,6,75,-75 dBm,1
202276,6,75,-79 dBm,1
202297,6,75,-76 dBm,1
202337,6,75,-74 dBm,1
202372,6,75,-69 dBm,1
202450,6,75,-74 dBm,1
202466,6,75,-77 dBm,1
202469,6,75,-73 dBm,1
202481,6,75,-75 dBm,1
202486,6,75,-76 dBm,1
202487,6,75,-65 dBm,1
202495,6,75,-77 dBm,1
202514,6,75,-75 dBm,1
202518,6,75,-75 dBm,1
202533,6,75,-78 dBm,1
202546,6,75,-78 dBm,1
202550,6,75,-75 dBm,1
202592,6,75,-77 dBm,1
202621,6,75,-78 dBm,1
202625,6,75,-74 dBm,1
202626,6,75,-73 dBm,1
202627,6,75,-73 dBm,1
202656,6,75,-79 dBm,1
202710,6,75,-74 dBm,1
202762,6,75,-76 dBm,1
202802,6,75,-79 dBm,1
202893,6,75,-75 dBm,1
202907,6,75,-72 dBm,1
202912,6,75,-75 dBm,1
202922,6,75,-74 dBm,1
202953,6,75,-79 dBm,1
202961,6,75,-75 dBm,1
202982,6,75,-77 dBm,1
202986,6,75,-74 dBm,1
203057,6,75,-73 dBm,1
203061,6,75,-78 dBm,1
203097,6,75,-77 dBm,1
203162,6,75,-73 dBm,1
203180,6,75,-75 dBm,1
203203,6,75,-77 dBm,1
203240,6,75,-76 dBm,1
203250,6,75,-78 dBm,1
203255,6,75,-75 dBm,1
203276,6,75,-75 dBm,1
203278,6,75,-74 dBm,1
203292,6,75,-78 dBm,1
203303,6,75,-74 dBm,1
203306,6,75,-76 dBm,1
203332,6,75,-75 dBm,1
203403,6,75,-75 dBm,1
203421,6,75,-77 dBm,1
203474,6,75,-71 dBm,1
203514,6,75,-74 dBm,1
203530,6,75,-75 dBm,1
203533,6,75,-78 dBm,1
203540,6,75,-78 dBm,1
203562,6,75,-75 dBm,1
203569,6,75,-78 dBm,1
203628,6,75,-77 dBm,1
203652,6,75,-75 dBm,1
203699,6,75,-78 dBm,1
203711,6,75,-74 dBm,1
203724,6,75,-79 dBm,1
203728,6,75,-75 dBm,1
203740,6,75,-79 dBm,1
203762,6,75,-78 dBm,1
203766,6,75,-75 dBm,1
203767,6,75,-74 dBm,1
203770,6,75,-75 dBm,1
203788,6,75,-76 dBm,1
203812,6,75,-77 dBm,1
203835,6,75,-74 dBm,1
203851,6,75,-75 dBm,1
203866,6,75,-76 dBm,1
203890,6,75,-74 dBm,1
203893,6,75,-73 dBm,1
203944,6,75,-74 dBm,1
203945,6,75,-74 dBm,1
203969,6,75,-70 dBm,1
203974,6,75,-76 dBm,1
203991,6,75,-70 dBm,1
204009,6,75,-78 dBm,1
204140,6,75,-77 dBm,1
204167,6,75,-78 dBm,1
204171,6,75,-75 dBm,1
204181,6,75,-74 dBm,1
204186,6,75,-78 dBm,1
204245,6,75,-74 dBm,1
204290,6,75,-74 dBm,1
204331,6,75,-77 dBm,1
204385,6,75,-74 dBm,1
204386,6,75,-73 dBm,1
204388,6,75,-75 dBm,1
204417,6,75,-74 dBm,1
204446,6,75,-78 dBm,1
204470,6,75,-75 dBm,1
204475,6,75,-68 dBm,1
204482,6,75,-77 dBm,1
204489,6,75,-73 dBm,1
204504,6,75,-74 dBm,1
204517,6,75,-74 dBm,1
204531,6,75,-75 dBm,1
204553,6,75,-76 dBm,1
204561,6,75,-70 dBm,1
204565,6,75,-76 dBm,1
204612,6,75,-79 dBm,1
204616,6,75,-74 dBm,1
204710,6,75,-77 dBm,1
204741,6,75,-77 dBm,1
204752,6,75,-74 dBm,1
204785,6,75,-76 dBm,1
204792,6,75,-78 dBm,1
204808,6,75,-74 dBm,1
204887,6,75,-74 dBm,1
204950,6,75,-78 dBm,1
204958,6,75,-75 dBm,1
204987,6,75,-77 dBm,1
205005,6,75,-78 dBm,1
205015,6,75,-76 dBm,1
205037,6,75,-79 dBm,1
205066,6,75,-78 dBm,1
205076,6,75,-73 dBm,1
205087,6,75,-74 dBm,1
205192,6,75,-78 dBm,1
205204,6,75,-76 dBm,1
205229,6,75,-76 dBm,1
205249,6,75,-73 dBm,1
205275,6,75,-75 dBm,1
205299,6,75,-76 dBm,1
205302,6,75,-74 dBm,1
205332,6,75,-75 dBm,1
205342,6,75,-75 dBm,1
205348,6,75,-74 dBm,1
205354,6,75,-76 dBm,1
205410,6,75,-72 dBm,1
205413,6,75,-74 dBm,1
205524,6,75,-72 dBm,1
205547,6,75,-74 dBm,1
205553,6,75,-75 dBm,1
205554,6,75,-72 dBm,1
205557,6,75,-74 dBm,1
205573,6,75,-78 dBm,1
205602,6,75,-70 dBm,1
205612,6,75,-78 dBm,1
205651,6,75,-75 dBm,1
205725,6,75,-75 dBm,1
205807,6,75,-70 dBm,1
205853,6,75,-78 dBm,1
205891,6,75,-74 dBm,1
205928,6,75,-78 dBm,1
205953,6,75,-75 dBm,1
205977,6,75,-74 dBm,1
206059,6,75,-70 dBm,1
206086,6,75,-77 dBm,1
206123,6,75,-74 dBm,1
206299,6,75,-78 dBm,1
206311,6,75,-76 dBm,1
206326,6,75,-79 dBm,1
206348,6,75,-77 dBm,1
206357,6,75,-74 dBm,1
206367,6,75,-79 dBm,1
206368,6,75,-72 dBm,1
206370,6,75,-74 dBm,1
206378,6,75,-76 dBm,1
206415,6,75,-76 dBm,1
206418,6,75,-74 dBm,1
206487,6,75,-72 dBm,1
206488,6,75,-74 dBm,1
206494,6,75,-75 dBm,1
206497,6,75,-78 dBm,1
206508,6,75,-75 dBm,1
206546,6,75,-77 dBm,1
206656,6,75,-78 dBm,1
206726,6,75,-75 dBm,1
206743,6,75,-72 dBm,1
206744,6,75,-74 dBm,1
206745,6,75,-74 dBm,1
206776,6,75,-75 dBm,1
206788,6,75,-73 dBm,1
206858,6,75,-75 dBm,1
206886,6,75,-70 dBm,1
206928,6,75,-78 dBm,1
206943,6,75,-76 dBm,1
206946,6,75,-78 dBm,1
206968,6,75,-75 dBm,1
206969,6,75,-72 dBm,1
206970,6,75,-74 dBm,1
206971,6,75,-74 dBm,1
206975,6,75,-76 dBm,1
206986,6,75,-75 dBm,1
207041,6,75,-69 dBm,1
207069,6,75,-76 dBm,1
207081,6,75,-75 dBm,1
207103,6,75,-79 dBm,1
207166,6,75,-77 dBm,1
207190,6,75,-75 dBm,1
207193,6,75,-75 dBm,1
207211,6,75,-78 dBm,1
207223,6,75,-78 dBm,1
207238,6,75,-73 dBm,1
207247,6,75,-77 dBm,1
207273,6,75,-73 dBm,1
207285,6,75,-74 dBm,1
207299,6,75,-78 dBm,1
207310,6,75,-73 dBm,1
207312,6,75,-75 dBm,1
207349,6,75,-78 dBm,1
207445,6,75,-77 dBm,1
207460,6,75,-73 dBm,1
207471,6,75,-76 dBm,1
207478,6,75,-78 dBm,1
207498,6,75,-75 dBm,1
207524,6,75,-78 dBm,1
207572,6,75,-77 dBm,1
207585,6,75,-74 dBm,1
207591,6,75,-76 dBm,1
207614,6,75,-80 dBm,1
207629,6,75,-75 dBm,1
207643,6,75,-77 dBm,1
207669,6,75,-76 dBm,1
207673,6,75,-74 dBm,1
207687,6,75,-78 dBm,1
207688,6,75,-73 dBm,1
207713,6,75,-75 dBm,1
207717,6,75,-74 dBm,1
207746,6,75,-70 dBm,1
207751,6,75,-78 dBm,1
207763,6,75,-75 dBm,1
207771,6,75,-75 dBm,1
207839,6,75,-75 dBm,1
207877,6,75,-72 dBm,1
207878,6,75,-73 dBm,1
207879,6,75,-74 dBm,1
207897,6,75,-71 dBm,1
207946,6,75,-74 dBm,1
207991,6,75,-76 dBm,1
207999,6,75,-75 dBm,1
208002,6,75,-78 dBm,1
208029,6,75,-75 dBm,1
208035,6,75,-76 dBm,1
208046,6,75,-76 dBm,1
208095,6,75,-75 dBm,1
208113,6,75,-74 dBm,1
208132,6,75,-70 dBm,1
208140,6,75,-73 dBm,1
208143,6,75,-76 dBm,1
208163,6,75,-74 dBm,1
208180,6,75,-74 dBm,1
208199,6,75,-78 dBm,1
208203,6,75,-74 dBm,1
208210,6,75,-70 dBm,1
208228,6,75,-72 dBm,1
208229,6,75,-74 dBm,1
208230,6,75,-74 dBm,1
208253,6,75,-74 dBm,1
208268,6,75,-75 dBm,1
208294,6,75,-78 dBm,1
208305,6,75,-75 dBm,1
208396,6,75,-74 dBm,1
208416,6,75,-73 dBm,1
208512,6,75,-78 dBm,1
208563,6,75,-74 dBm,1
208573,6,75,-74 dBm,1
208576,6,75,-74 dBm,1
208600,6,75,-74 dBm,1
208618,6,75,-74 dBm,1
208632,6,75,-74 dBm,1
208652,6,75,-76 dBm,1
208728,6,75,-76 dBm,1
208732,6,75,-76 dBm,1
208740,6,75,-75 dBm,1
208769,6,75,-75 dBm,1
208787,6,75,-78 dBm,1
208821,6,75,-71 dBm,1
208827,6,75,-77 dBm,1
208897,6,75,-78 dBm,1
208944,6,75,-73 dBm,1
208982,6,75,-76 dBm,1
209021,6,75,-74 dBm,1
209022,6,75,-78 dBm,1
209034,6,75,-78 dBm,1
209035,6,75,-72 dBm,1
209036,6,75,-73 dBm,1
209037,6,75,-74 dBm,1
209070,6,75,-74 dBm,1
