No.,Broadcaster,Sniffer_Distance,RSSI,Malformed Packet
165170,6,75,-78 dBm,1
165171,6,75,-72 dBm,1
165173,6,75,-74 dBm,1
165269,6,75,-70 dBm,1
165431,6,75,-79 dBm,1
165450,6,75,-75 dBm,1
165459,6,75,-78 dBm,1
165467,6,75,-73 dBm,1
165481,6,75,-75 dBm,1
165512,6,75,-75 dBm,1
165524,6,75,-76 dBm,1
165526,6,75,-69 dBm,1
165533,6,75,-72 dBm,1
165569,6,75,-79 dBm,1
165588,6,75,-76 dBm,1
165633,6,75,-76 dBm,1
165641,6,75,-76 dBm,1
165714,6,75,-78 dBm,1
165726,6,75,-76 dBm,1
165739,6,75,-75 dBm,1
165755,6,75,-74 dBm,1
165786,6,75,-73 dBm,1
165798,6,75,-76 dBm,1
165842,6,75,-74 dBm,1
165861,6,75,-73 dBm,1
165869,6,75,-74 dBm,1
165970,6,75,-77 dBm,1
165991,6,75,-78 dBm,1
166062,6,75,-76 dBm,1
166126,6,75,-74 dBm,1
166226,6,75,-76 dBm,1
166245,6,75,-78 dBm,1
166345,6,75,-77 dBm,1
166388,6,75,-78 dBm,1
166439,6,75,-74 dBm,1
166463,6,75,-73 dBm,1
166470,6,75,-74 dBm,1
166523,6,75,-74 dBm,1
166542,6,75,-80 dBm,1
166575,6,75,-73 dBm,1
166584,6,75,-75 dBm,1
166648,6,75,-75 dBm,1
166661,6,75,-75 dBm,1
166751,6,75,-80 dBm,1
166766,6,75,-74 dBm,1
166770,6,75,-70 dBm,1
166804,6,75,-76 dBm,1
166810,6,75,-74 dBm,1
166844,6,75,-70 dBm,1
166908,6,75,-76 dBm,1
166975,6,75,-73 dBm,1
167038,6,75,-76 dBm,1
167040,6,75,-76 dBm,1
167136,6,75,-80 dBm,1
167158,6,75,-76 dBm,1
167186,6,75,-80 dBm,1
167242,6,75,-78 dBm,1
167266,6,75,-75 dBm,1
167282,6,75,-75 dBm,1
167320,6,75,-80 dBm,1
167364,6,75,-78 dBm,1
167370,6,75,-75 dBm,1
167452,6,75,-74 dBm,1
167461,6,75,-72 dBm,1
167462,6,75,-74 dBm,1
167463,6,75,-74 dBm,1
167493,6,75,-76 dBm,1
167527,6,75,-72 dBm,1
167528,6,75,-73 dBm,1
167529,6,75,-74 dBm,1
167556,6,75,-72 dBm,1
167557,6,75,-74 dBm,1
167558,6,75,-74 dBm,1
167562,6,75,-74 dBm,1
167565,6,75,-78 dBm,1
167603,6,75,-79 dBm,1
167676,6,75,-80 dBm,1
167701,6,75,-78 dBm,1
167740,6,75,-72 dBm,1
167741,6,75,-73 dBm,1
167742,6,75,-74 dBm,1
167782,6,75,-73 dBm,1
167858,6,75,-76 dBm,1
167866,6,75,-76 dBm,1
167906,6,75,-74 dBm,1
167918,6,75,-74 dBm,1
167957,6,75,-75 dBm,1
167973,6,75,-71 dBm,1
167981,6,75,-74 dBm,1
168019,6,75,-70 dBm,1
168026,6,75,-74 dBm,1
168059,6,75,-72 dBm,1
168060,6,75,-74 dBm,1
168081,6,75,-73 dBm,1
168113,6,75,-74 dBm,1
168191,6,75,-76 dBm,1
168251,6,75,-75 dBm,1
168319,6,75,-74 dBm,1
168327,6,75,-72 dBm,1
168328,6,75,-73 dBm,1
168329,6,75,-73 dBm,1
168332,6,75,-77 dBm,1
168336,6,75,-79 dBm,1
168342,6,75,-79 dBm,1
168381,6,75,-76 dBm,1
168432,6,75,-78 dBm,1
168444,6,75,-76 dBm,1
168451,6,75,-76 dBm,1
168465,6,75,-75 dBm,1
168476,6,75,-78 dBm,1
168479,6,75,-74 dBm,1
168494,6,75,-76 dBm,1
168512,6,75,-72 dBm,1
168513,6,75,-73 dBm,1
168514,6,75,-74 dBm,1
168529,6,75,-78 dBm,1
168576,6,75,-72 dBm,1
168577,6,75,-74 dBm,1
168578,6,75,-74 dBm,1
168585,6,75,-79 dBm,1
168640,6,75,-72 dBm,1
168661,6,75,-80 dBm,1
168681,6,75,-73 dBm,1
168719,6,75,-75 dBm,1
168733,6,75,-75 dBm,1
168766,6,75,-73 dBm,1
168813,6,75,-80 dBm,1
168883,6,75,-74 dBm,1
168899,6,75,-80 dBm,1
168911,6,75,-70 dBm,1
168934,6,75,-76 dBm,1
168958,6,75,-75 dBm,1
168983,6,75,-74 dBm,1
168998,6,75,-76 dBm,1
169073,6,75,-80 dBm,1
169099,6,75,-77 dBm,1
169114,6,75,-76 dBm,1
169134,6,75,-72 dBm,1
169135,6,75,-74 dBm,1
169136,6,75,-74 dBm,1
169142,6,75,-76 dBm,1
169147,6,75,-73 dBm,1
169217,6,75,-72 dBm,1
169218,6,75,-73 dBm,1
169219,6,75,-74 dBm,1
169220,6,75,-74 dBm,1
169229,6,75,-81 dBm,1
169260,6,75,-79 dBm,1
169288,6,75,-73 dBm,1
169305,6,75,-73 dBm,1
169316,6,75,-80 dBm,1
169324,6,75,-74 dBm,1
169347,6,75,-72 dBm,1
169367,6,75,-74 dBm,1
169371,6,75,-76 dBm,1
169429,6,75,-72 dBm,1
169431,6,75,-73 dBm,1
169435,6,75,-76 dBm,1
169444,6,75,-75 dBm,1
169448,6,75,-72 dBm,1
169450,6,75,-74 dBm,1
169556,6,75,-74 dBm,1
169568,6,75,-76 dBm,1
169580,6,75,-80 dBm,1
169588,6,75,-70 dBm,1
169606,6,75,-75 dBm,1
169715,6,75,-76 dBm,1
169743,6,75,-75 dBm,1
169790,6,75,-78 dBm,1
169794,6,75,-70 dBm,1
169897,6,75,-74 dBm,1
169934,6,75,-73 dBm,1
170034,6,75,-76 dBm,1
170056,6,75,-79 dBm,1
170085,6,75,-78 dBm,1
170109,6,75,-70 dBm,1
170120,6,75,-76 dBm,1
170183,6,75,-75 dBm,1
170248,6,75,-76 dBm,1
170265,6,75,-79 dBm,1
170278,6,75,-78 dBm,1
170327,6,75,-76 dBm,1
170356,6,75,-76 dBm,1
170368,6,75,-75 dBm,1
170416,6,75,-76 dBm,1
170424,6,75,-78 dBm,1
170430,6,75,-78 dBm,1
170448,6,75,-75 dBm,1
170496,6,75,-74 dBm,1
170515,6,75,-75 dBm,1
170517,6,75,-75 dBm,1
170578,6,75,-74 dBm,1
170593,6,75,-76 dBm,1
170620,6,75,-70 dBm,1
170644,6,75,-74 dBm,1
170714,6,75,-78 dBm,1
170761,6,75,-76 dBm,1
170795,6,75,-75 dBm,1
170850,6,75,-75 dBm,1
170865,6,75,-76 dBm,1
170869,6,75,-75 dBm,1
170934,6,75,-76 dBm,1
170968,6,75,-75 dBm,1
170974,6,75,-70 dBm,1
171095,6,75,-76 dBm,1
171117,6,75,-74 dBm,1
171160,6,75,-74 dBm,1
171165,6,75,-76 dBm,1
171203,6,75,-74 dBm,1
171257,6,75,-73 dBm,1
171302,6,75,-79 dBm,1
171320,6,75,-73 dBm,1
171321,6,75,-73 dBm,1
171322,6,75,-73 dBm,1
171336,6,75,-73 dBm,1
171418,6,75,-75 dBm,1
171426,6,75,-75 dBm,1
171432,6,75,-76 dBm,1
171496,6,75,-76 dBm,1
171539,6,75,-76 dBm,1
171568,6,75,-76 dBm,1
171581,6,75,-79 dBm,1
171585,6,75,-74 dBm,1
171620,6,75,-76 dBm,1
171642,6,75,-74 dBm,1
171692,6,75,-75 dBm,1
171790,6,75,-73 dBm,1
171810,6,75,-75 dBm,1
171838,6,75,-76 dBm,1
171920,6,75,-75 dBm,1
171927,6,75,-75 dBm,1
171942,6,75,-79 dBm,1
172017,6,75,-75 dBm,1
172051,6,75,-74 dBm,1
172083,6,75,-72 dBm,1
172084,6,75,-74 dBm,1
172085,6,75,-75 dBm,1
172093,6,75,-76 dBm,1
172108,6,75,-76 dBm,1
172112,6,75,-74 dBm,1
172113,6,75,-72 dBm,1
172114,6,75,-74 dBm,1
172115,6,75,-75 dBm,1
172194,6,75,-75 dBm,1
172213,6,75,-75 dBm,1
172229,6,75,-77 dBm,1
172278,6,75,-72 dBm,1
172279,6,75,-74 dBm,1
172280,6,75,-74 dBm,1
172360,6,75,-76 dBm,1
172390,6,75,-75 dBm,1
172418,6,75,-74 dBm,1
172419,6,75,-74 dBm,1
172424,6,75,-74 dBm,1
172426,6,75,-73 dBm,1
172435,6,75,-70 dBm,1
172438,6,75,-76 dBm,1
172440,6,75,-74 dBm,1
172458,6,75,-76 dBm,1
172508,6,75,-76 dBm,1
172557,6,75,-79 dBm,1
172571,6,75,-74 dBm,1
172602,6,75,-74 dBm,1
172627,6,75,-74 dBm,1
172636,6,75,-75 dBm,1
172670,6,75,-78 dBm,1
172701,6,75,-73 dBm,1
172703,6,75,-78 dBm,1
172725,6,75,-74 dBm,1
172728,6,75,-77 dBm,1
172773,6,75,-75 dBm,1
172776,6,75,-78 dBm,1
172807,6,75,-75 dBm,1
172808,6,75,-74 dBm,1
172809,6,75,-73 dBm,1
172819,6,75,-75 dBm,1
172836,6,75,-74 dBm,1
172859,6,75,-74 dBm,1
172860,6,75,-74 dBm,1
172896,6,75,-78 dBm,1
172906,6,75,-74 dBm,1
172914,6,75,-72 dBm,1
172915,6,75,-73 dBm,1
172916,6,75,-73 dBm,1
172956,6,75,-78 dBm,1
173067,6,75,-74 dBm,1
173119,6,75,-75 dBm,1
173155,6,75,-78 dBm,1
173235,6,75,-76 dBm,1
173265,6,75,-76 dBm,1
173268,6,75,-78 dBm,1
173298,6,75,-76 dBm,1
173302,6,75,-75 dBm,1
173381,6,75,-77 dBm,1
173388,6,75,-73 dBm,1
173426,6,75,-75 dBm,1
173490,6,75,-78 dBm,1
173493,6,75,-78 dBm,1
173509,6,75,-78 dBm,1
173512,6,75,-73 dBm,1
173549,6,75,-74 dBm,1
173550,6,75,-74 dBm,1
173576,6,75,-74 dBm,1
173651,6,75,-78 dBm,1
173750,6,75,-80 dBm,1
173912,6,75,-74 dBm,1
173949,6,75,-74 dBm,1
173950,6,75,-73 dBm,1
173988,6,75,-78 dBm,1
173996,6,75,-76 dBm,1
174016,6,75,-78 dBm,1
174017,6,75,-75 dBm,1
174018,6,75,-74 dBm,1
174022,6,75,-77 dBm,1
174036,6,75,-78 dBm,1
174049,6,75,-74 dBm,1
174050,6,75,-73 dBm,1
174069,6,75,-77 dBm,1
174117,6,75,-74 dBm,1
174211,6,75,-76 dBm,1
174222,6,75,-76 dBm,1
174241,6,75,-76 dBm,1
174335,6,75,-69 dBm,1
174360,6,75,-73 dBm,1
174362,6,75,-76 dBm,1
174396,6,75,-74 dBm,1
174447,6,75,-71 dBm,1
174457,6,75,-78 dBm,1
174487,6,75,-75 dBm,1
174509,6,75,-76 dBm,1
174516,6,75,-78 dBm,1
174549,6,75,-72 dBm,1
174578,6,75,-73 dBm,1
174584,6,75,-75 dBm,1
174613,6,75,-74 dBm,1
174688,6,75,-74 dBm,1
174692,6,75,-77 dBm,1
174710,6,75,-78 dBm,1
174714,6,75,-75 dBm,1
174725,6,75,-74 dBm,1
174760,6,75,-74 dBm,1
174770,6,75,-76 dBm,1
174812,6,75,-74 dBm,1
174820,6,75,-79 dBm,1
174822,6,75,-73 dBm,1
174824,6,75,-76 dBm,1
174866,6,75,-78 dBm,1
174885,6,75,-76 dBm,1
174912,6,75,-72 dBm,1
175046,6,75,-74 dBm,1
175047,6,75,-74 dBm,1
175048,6,75,-73 dBm,1
175131,6,75,-75 dBm,1
175132,6,75,-73 dBm,1
175144,6,75,-74 dBm,1
175145,6,75,-73 dBm,1
175146,6,75,-73 dBm,1
175162,6,75,-74 dBm,1
175232,6,75,-73 dBm,1
175233,6,75,-73 dBm,1
175234,6,75,-74 dBm,1
175254,6,75,-75 dBm,1
175281,6,75,-75 dBm,1
175282,6,75,-74 dBm,1
175283,6,75,-73 dBm,1
175301,6,75,-78 dBm,1
175354,6,75,-75 dBm,1
175365,6,75,-76 dBm,1
175384,6,75,-75 dBm,1
175416,6,75,-78 dBm,1
175426,6,75,-75 dBm,1
175444,6,75,-76 dBm,1
175469,6,75,-78 dBm,1
175491,6,75,-77 dBm,1
175532,6,75,-75 dBm,1
175566,6,75,-77 dBm,1
175609,6,75,-74 dBm,1
175659,6,75,-77 dBm,1
175690,6,75,-76 dBm,1
175700,6,75,-75 dBm,1
175750,6,75,-74 dBm,1
175765,6,75,-75 dBm,1
175785,6,75,-73 dBm,1
175802,6,75,-75 dBm,1
175826,6,75,-70 dBm,1
175896,6,75,-74 dBm,1
175907,6,75,-75 dBm,1
175935,6,75,-77 dBm,1
175939,6,75,-75 dBm,1
175996,6,75,-74 dBm,1
176019,6,75,-74 dBm,1
176135,6,75,-75 dBm,1
176155,6,75,-75 dBm,1
176165,6,75,-75 dBm,1
176184,6,75,-72 dBm,1
176199,6,75,-77 dBm,1
176260,6,75,-78 dBm,1
176268,6,75,-72 dBm,1
176293,6,75,-76 dBm,1
176296,6,75,-75 dBm,1
176309,6,75,-75 dBm,1
176323,6,75,-74 dBm,1
176351,6,75,-72 dBm,1
176375,6,75,-73 dBm,1
176389,6,75,-76 dBm,1
176400,6,75,-78 dBm,1
176478,6,75,-75 dBm,1
176532,6,75,-76 dBm,1
176550,6,75,-75 dBm,1
176552,6,75,-75 dBm,1
176596,6,75,-77 dBm,1
176619,6,75,-74 dBm,1
176620,6,75,-74 dBm,1
176738,6,75,-77 dBm,1
176753,6,75,-73 dBm,1
176755,6,75,-76 dBm,1
176813,6,75,-76 dBm,1
176816,6,75,-78 dBm,1
176839,6,75,-74 dBm,1
176840,6,75,-73 dBm,1
176841,6,75,-73 dBm,1
176873,6,75,-74 dBm,1
176936,6,75,-74 dBm,1
176955,6,75,-76 dBm,1
176963,6,75,-75 dBm,1
176967,6,75,-74 dBm,1
176970,6,75,-76 dBm,1
176972,6,75,-74 dBm,1
176981,6,75,-78 dBm,1
177044,6,75,-78 dBm,1
177092,6,75,-77 dBm,1
177105,6,75,-75 dBm,1
177150,6,75,-73 dBm,1
177179,6,75,-77 dBm,1
177185,6,75,-74 dBm,1
177199,6,75,-73 dBm,1
177209,6,75,-78 dBm,1
177242,6,75,-78 dBm,1
177267,6,75,-76 dBm,1
177271,6,75,-72 dBm,1
177361,6,75,-76 dBm,1
177443,6,75,-75 dBm,1
177482,6,75,-76 dBm,1
177511,6,75,-74 dBm,1
177512,6,75,-73 dBm,1
177532,6,75,-76 dBm,1
177557,6,75,-77 dBm,1
177647,6,75,-76 dBm,1
177680,6,75,-75 dBm,1
177702,6,75,-77 dBm,1
177715,6,75,-74 dBm,1
177818,6,75,-78 dBm,1
177822,6,75,-75 dBm,1
177864,6,75,-72 dBm,1
177880,6,75,-78 dBm,1
177887,6,75,-74 dBm,1
177934,6,75,-72 dBm,1
177935,6,75,-74 dBm,1
177950,6,75,-76 dBm,1
177958,6,75,-72 dBm,1
177992,6,75,-74 dBm,1
178007,6,75,-78 dBm,1
178021,6,75,-75 dBm,1
178025,6,75,-77 dBm,1
178068,6,75,-74 dBm,1
178087,6,75,-76 dBm,1
178090,6,75,-78 dBm,1
178131,6,75,-75 dBm,1
178193,6,75,-76 dBm,1
178203,6,75,-75 dBm,1
178233,6,75,-77 dBm,1
178268,6,75,-72 dBm,1
178270,6,75,-79 dBm,1
178318,6,75,-78 dBm,1
178326,6,75,-75 dBm,1
178348,6,75,-73 dBm,1
178365,6,75,-78 dBm,1
178415,6,75,-74 dBm,1
178434,6,75,-74 dBm,1
178467,6,75,-74 dBm,1
178469,6,75,-75 dBm,1
178482,6,75,-74 dBm,1
178534,6,75,-77 dBm,1
178565,6,75,-74 dBm,1
178566,6,75,-74 dBm,1
178567,6,75,-73 dBm,1
178571,6,75,-77 dBm,1
178609,6,75,-76 dBm,1
178629,6,75,-77 dBm,1
178657,6,75,-76 dBm,1
178731,6,75,-77 dBm,1
178810,6,75,-76 dBm,1
178882,6,75,-70 dBm,1
178904,6,75,-80 dBm,1
178914,6,75,-77 dBm,1
178929,6,75,-78 dBm,1
178952,6,75,-75 dBm,1
178989,6,75,-77 dBm,1
179004,6,75,-78 dBm,1
179023,6,75,-74 dBm,1
179041,6,75,-76 dBm,1
179067,6,75,-79 dBm,1
179076,6,75,-74 dBm,1
179078,6,75,-76 dBm,1
179116,6,75,-75 dBm,1
179149,6,75,-77 dBm,1
179153,6,75,-73 dBm,1
179159,6,75,-77 dBm,1
179162,6,75,-79 dBm,1
179183,6,75,-76 dBm,1
179197,6,75,-74 dBm,1
179207,6,75,-75 dBm,1
179250,6,75,-75 dBm,1
179327,6,75,-75 dBm,1
179335,6,75,-75 dBm,1
179339,6,75,-75 dBm,1
179366,6,75,-74 dBm,1
179375,6,75,-74 dBm,1
179389,6,75,-76 dBm,1
179397,6,75,-75 dBm,1
179404,6,75,-75 dBm,1
179424,6,75,-74 dBm,1
179426,6,75,-75 dBm,1
179445,6,75,-75 dBm,1
179452,6,75,-78 dBm,1
179487,6,75,-70 dBm,1
179498,6,75,-72 dBm,1
179505,6,75,-76 dBm,1
179543,6,75,-76 dBm,1
179594,6,75,-73 dBm,1
179637,6,75,-74 dBm,1
179657,6,75,-74 dBm,1
179661,6,75,-77 dBm,1
179665,6,75,-77 dBm,1
179669,6,75,-75 dBm,1
179673,6,75,-75 dBm,1
179684,6,75,-75 dBm,1
179695,6,75,-76 dBm,1
179734,6,75,-77 dBm,1
179766,6,75,-78 dBm,1
179796,6,75,-77 dBm,1
179815,6,75,-72 dBm,1
179829,6,75,-76 dBm,1
179869,6,75,-72 dBm,1
179872,6,75,-75 dBm,1
179894,6,75,-78 dBm,1
179913,6,75,-75 dBm,1
179929,6,75,-73 dBm,1
179947,6,75,-75 dBm,1
179958,6,75,-77 dBm,1
179992,6,75,-75 dBm,1
180007,6,75,-77 dBm,1
180037,6,75,-74 dBm,1
180043,6,75,-74 dBm,1
180054,6,75,-78 dBm,1
180085,6,75,-75 dBm,1
180090,6,75,-75 dBm,1
180097,6,75,-75 dBm,1
180107,6,75,-75 dBm,1
180123,6,75,-74 dBm,1
180148,6,75,-72 dBm,1
180149,6,75,-73 dBm,1
180209,6,75,-78 dBm,1
180220,6,75,-75 dBm,1
180251,6,75,-78 dBm,1
180268,6,75,-73 dBm,1
180278,6,75,-76 dBm,1
180304,6,75,-73 dBm,1
180306,6,75,-73 dBm,1
180325,6,75,-79 dBm,1
180351,6,75,-73 dBm,1
180367,6,75,-77 dBm,1
180391,6,75,-74 dBm,1
180409,6,75,-77 dBm,1
180418,6,75,-73 dBm,1
180439,6,75,-79 dBm,1
180504,6,75,-77 dBm,1
180510,6,75,-74 dBm,1
180543,6,75,-75 dBm,1
180565,6,75,-77 dBm,1
180679,6,75,-72 dBm,1
180713,6,75,-74 dBm,1
180718,6,75,-76 dBm,1
180735,6,75,-75 dBm,1
180739,6,75,-79 dBm,1
180776,6,75,-75 dBm,1
180817,6,75,-75 dBm,1
180830,6,75,-74 dBm,1
180847,6,75,-74 dBm,1
180860,6,75,-75 dBm,1
180893,6,75,-75 dBm,1
180921,6,75,-73 dBm,1
180943,6,75,-74 dBm,1
180959,6,75,-75 dBm,1
180969,6,75,-73 dBm,1
180972,6,75,-79 dBm,1
181028,6,75,-77 dBm,1
181040,6,75,-75 dBm,1
181048,6,75,-75 dBm,1
181067,6,75,-75 dBm,1
181074,6,75,-75 dBm,1
181131,6,75,-79 dBm,1
181175,6,75,-72 dBm,1
181182,6,75,-74 dBm,1
181205,6,75,-75 dBm,1
181209,6,75,-74 dBm,1
181222,6,75,-75 dBm,1
181245,6,75,-78 dBm,1
181267,6,75,-75 dBm,1
181325,6,75,-72 dBm,1
181355,6,75,-72 dBm,1
181364,6,75,-70 dBm,1
181409,6,75,-74 dBm,1
181451,6,75,-76 dBm,1
181456,6,75,-74 dBm,1
181459,6,75,-75 dBm,1
181466,6,75,-73 dBm,1
181482,6,75,-76 dBm,1
181491,6,75,-80 dBm,1
181564,6,75,-73 dBm,1
181586,6,75,-79 dBm,1
181605,6,75,-74 dBm,1
181606,6,75,-74 dBm,1
181635,6,75,-78 dBm,1
181654,6,75,-78 dBm,1
181728,6,75,-74 dBm,1
181729,6,75,-73 dBm,1
181747,6,75,-73 dBm,1
181753,6,75,-74 dBm,1
181776,6,75,-72 dBm,1
181777,6,75,-73 dBm,1
181791,6,75,-74 dBm,1
181812,6,75,-71 dBm,1
181820,6,75,-76 dBm,1
181830,6,75,-69 dBm,1
181854,6,75,-74 dBm,1
181874,6,75,-74 dBm,1
181891,6,75,-74 dBm,1
181892,6,75,-73 dBm,1
181893,6,75,-73 dBm,1
181897,6,75,-75 dBm,1
181969,6,75,-77 dBm,1
181981,6,75,-79 dBm,1
182106,6,75,-79 dBm,1
182110,6,75,-74 dBm,1
182131,6,75,-75 dBm,1
182133,6,75,-75 dBm,1
182222,6,75,-72 dBm,1
182236,6,75,-73 dBm,1
182289,6,75,-73 dBm,1
182329,6,75,-73 dBm,1
182333,6,75,-72 dBm,1
182355,6,75,-78 dBm,1
182380,6,75,-77 dBm,1
182392,6,75,-70 dBm,1
182436,6,75,-77 dBm,1
182448,6,75,-72 dBm,1
182487,6,75,-69 dBm,1
182495,6,75,-75 dBm,1
182550,6,75,-74 dBm,1
182588,6,75,-75 dBm,1
182606,6,75,-74 dBm,1
182615,6,75,-77 dBm,1
182651,6,75,-68 dBm,1
182692,6,75,-74 dBm,1
182705,6,75,-75 dBm,1
182737,6,75,-73 dBm,1
182739,6,75,-78 dBm,1
182743,6,75,-74 dBm,1
182797,6,75,-78 dBm,1
182812,6,75,-75 dBm,1
182846,6,75,-78 dBm,1
182873,6,75,-73 dBm,1
182875,6,75,-77 dBm,1
182902,6,75,-75 dBm,1
182923,6,75,-78 dBm,1
182927,6,75,-75 dBm,1
182969,6,75,-73 dBm,1
182992,6,75,-74 dBm,1
183003,6,75,-75 dBm,1
183007,6,75,-77 dBm,1
183022,6,75,-74 dBm,1
183046,6,75,-77 dBm,1
183097,6,75,-74 dBm,1
183126,6,75,-75 dBm,1
183127,6,75,-78 dBm,1
183130,6,75,-74 dBm,1
183138,6,75,-72 dBm,1
183139,6,75,-73 dBm,1
183195,6,75,-77 dBm,1
183235,6,75,-75 dBm,1
183236,6,75,-74 dBm,1
183237,6,75,-73 dBm,1
183241,6,75,-77 dBm,1
183264,6,75,-74 dBm,1
183296,6,75,-72 dBm,1
183313,6,75,-75 dBm,1
183322,6,75,-73 dBm,1
183342,6,75,-76 dBm,1
183370,6,75,-74 dBm,1
183372,6,75,-74 dBm,1
183377,6,75,-73 dBm,1
183402,6,75,-76 dBm,1
183428,6,75,-75 dBm,1
183435,6,75,-78 dBm,1
183447,6,75,-75 dBm,1
183455,6,75,-74 dBm,1
183456,6,75,-74 dBm,1
183495,6,75,-77 dBm,1
183529,6,75,-74 dBm,1
183556,6,75,-74 dBm,1
183592,6,75,-73 dBm,1
183606,6,75,-78 dBm,1
183623,6,75,-74 dBm,1
183639,6,75,-73 dBm,1
183657,6,75,-75 dBm,1
183687,6,75,-77 dBm,1
183707,6,75,-77 dBm,1
183719,6,75,-75 dBm,1
183744,6,75,-77 dBm,1
183784,6,75,-75 dBm,1
183812,6,75,-77 dBm,1
183881,6,75,-74 dBm,1
183936,6,75,-75 dBm,1
183986,6,75,-78 dBm,1
183990,6,75,-74 dBm,1
184059,6,75,-74 dBm,1
184081,6,75,-75 dBm,1
184083,6,75,-77 dBm,1
184104,6,75,-73 dBm,1
184171,6,75,-74 dBm,1
184186,6,75,-78 dBm,1
184216,6,75,-77 dBm,1
184229,6,75,-73 dBm,1
184263,6,75,-74 dBm,1
184295,6,75,-74 dBm,1
184306,6,75,-75 dBm,1
184380,6,75,-74 dBm,1
184430,6,75,-77 dBm,1
184437,6,75,-78 dBm,1
184438,6,75,-72 dBm,1
184439,6,75,-73 dBm,1
184504,6,75,-78 dBm,1
184514,6,75,-72 dBm,1
184544,6,75,-75 dBm,1
184547,6,75,-75 dBm,1
184625,6,75,-75 dBm,1
184689,6,75,-73 dBm,1
184712,6,75,-75 dBm,1
184728,6,75,-73 dBm,1
184735,6,75,-73 dBm,1
184777,6,75,-75 dBm,1
184781,6,75,-75 dBm,1
184833,6,75,-73 dBm,1
184834,6,75,-76 dBm,1
184883,6,75,-75 dBm,1
184904,6,75,-74 dBm,1
184966,6,75,-73 dBm,1
184971,6,75,-78 dBm,1
184982,6,75,-74 dBm,1
185067,6,75,-74 dBm,1
185091,6,75,-74 dBm,1
185093,6,75,-77 dBm,1
185102,6,75,-75 dBm,1
185113,6,75,-75 dBm,1
185135,6,75,-75 dBm,1
185184,6,75,-78 dBm,1
185227,6,75,-75 dBm,1
185243,6,75,-74 dBm,1
185266,6,75,-75 dBm,1
185288,6,75,-77 dBm,1
185310,6,75,-73 dBm,1
185481,6,75,-74 dBm,1
185489,6,75,-79 dBm,1
185499,6,75,-75 dBm,1
185530,6,75,-78 dBm,1
185602,6,75,-76 dBm,1
185647,6,75,-75 dBm,1
185667,6,75,-77 dBm,1
185683,6,75,-77 dBm,1
185747,6,75,-75 dBm,1
185790,6,75,-75 dBm,1
185804,6,75,-80 dBm,1
185817,6,75,-75 dBm,1
185860,6,75,-81 dBm,1
185869,6,75,-74 dBm,1
185922,6,75,-73 dBm,1
185945,6,75,-74 dBm,1
185982,6,75,-78 dBm,1
186024,6,75,-73 dBm,1
186036,6,75,-79 dBm,1
186038,6,75,-75 dBm,1
186043,6,75,-75 dBm,1
186100,6,75,-77 dBm,1
186113,6,75,-78 dBm,1
186155,6,75,-74 dBm,1
186165,6,75,-75 dBm,1
186172,6,75,-75 dBm,1
186177,6,75,-75 dBm,1
186236,6,75,-75 dBm,1
186243,6,75,-77 dBm,1
186267,6,75,-78 dBm,1
186292,6,75,-78 dBm,1
186304,6,75,-77 dBm,1
186352,6,75,-72 dBm,1
186403,6,75,-77 dBm,1
186410,6,75,-79 dBm,1
186432,6,75,-73 dBm,1
186433,6,75,-74 dBm,1
186434,6,75,-77 dBm,1
186471,6,75,-78 dBm,1
186475,6,75,-62 dBm,1
186478,6,75,-75 dBm,1
186484,6,75,-77 dBm,1
186510,6,75,-75 dBm,1
186516,6,75,-74 dBm,1
186568,6,75,-77 dBm,1
186576,6,75,-74 dBm,1
186593,6,75,-78 dBm,1
186623,6,75,-77 dBm,1
186675,6,75,-73 dBm,1
186692,6,75,-77 dBm,1
186740,6,75,-77 dBm,1
186748,6,75,-74 dBm,1
186766,6,75,-77 dBm,1
186768,6,75,-78 dBm,1
186772,6,75,-78 dBm,1
186789,6,75,-77 dBm,1
186831,6,75,-72 dBm,1
186840,6,75,-75 dBm,1
186855,6,75,-76 dBm,1
186878,6,75,-71 dBm,1
186910,6,75,-78 dBm,1
186930,6,75,-75 dBm,1
186963,6,75,-75 dBm,1
186993,6,75,-76 dBm,1
187019,6,75,-78 dBm,1
187030,6,75,-75 dBm,1
187031,6,75,-71 dBm,1
187032,6,75,-74 dBm,1
187067,6,75,-76 dBm,1
187093,6,75,-77 dBm,1
187119,6,75,-77 dBm,1
187199,6,75,-74 dBm,1
187224,6,75,-75 dBm,1
187235,6,75,-77 dBm,1
187250,6,75,-74 dBm,1
187263,6,75,-76 dBm,1
187312,6,75,-77 dBm,1
187334,6,75,-76 dBm,1
187342,6,75,-74 dBm,1
187349,6,75,-78 dBm,1
187353,6,75,-75 dBm,1
187376,6,75,-78 dBm,1
187382,6,75,-74 dBm,1
187398,6,75,-79 dBm,1
187454,6,75,-75 dBm,1
187480,6,75,-73 dBm,1
187504,6,75,-74 dBm,1
187531,6,75,-77 dBm,1
187538,6,75,-74 dBm,1
187545,6,75,-75 dBm,1
187568,6,75,-75 dBm,1
187621,6,75,-78 dBm,1
187642,6,75,-74 dBm,1
187680,6,75,-78 dBm,1
187700,6,75,-75 dBm,1
187712,6,75,-77 dBm,1
187739,6,75,-77 dBm,1
187754,6,75,-76 dBm,1
187766,6,75,-76 dBm,1
187767,6,75,-73 dBm,1
